"customer_id","first_name","last_name","email","age","account_type","city","account_balance","total_liquid_assets","total_liabilities","net_position","rewards_points","customer_segment","credit_risk_profile","demographics"
11525,Christopher,Baker,customer11525@kag.com,34,Current,Philadelphia,9996.02,13199.39,44737.062,-34741.043,7716,Tier-1: Premium,Neutral,Other
66256,Daniel,Martinez,customer66256@kag.com,63,Current,Indianapolis,9996.0,10456.69,44049.78,-34053.78,51,Tier-1: Premium,Rejected Applicant,Other
50075,Mark,Baker,customer50075@kag.com,56,Current,Washington,9995.94,14399.49,13612.59,-3616.6494,6467,Tier-2: High Value,Neutral,Male
49944,Nancy,King,customer49944@kag.com,27,Savings,El Paso,9995.93,10059.939,12835.9795,-2840.0498,1234,Tier-2: High Value,Rejected Applicant,Male
80915,Lisa,Taylor,customer80915@kag.com,53,Current,Fort Worth,9995.9,13839.08,47677.79,-37681.89,1010,Tier-1: Premium,Rejected Applicant,Other
76511,Mary,Garcia,customer76511@kag.com,36,Savings,Indianapolis,9995.9,13232.971,10308.92,-313.01953,1079,Tier-2: High Value,Neutral,Female
26879,Lisa,Perez,customer26879@kag.com,39,Savings,Austin,9995.9,14814.09,38565.742,-28569.842,2914,Tier-1: Premium,Rejected Applicant,Other
78888,Charles,Rodriguez,customer78888@kag.com,38,Current,Omaha,9995.86,13646.601,34303.96,-24308.102,7245,Tier-1: Premium,Rejected Applicant,Female
23098,Ashley,Rodriguez,customer23098@kag.com,23,Current,Dallas,9995.72,13526.09,41609.723,-31614.004,7171,Tier-1: Premium,Low Risk,Male
78372,Michael,Allen,customer78372@kag.com,42,Savings,Atlanta,9995.61,11639.36,33769.29,-23773.68,1540,Tier-1: Premium,Rejected Applicant,Male
40280,Joshua,Baker,customer40280@kag.com,28,Current,Dallas,9995.59,14725.58,34965.1,-24969.512,6647,Tier-1: Premium,Neutral,Female
96120,Nancy,Perez,customer96120@kag.com,52,Current,Omaha,9995.52,12374.93,46273.68,-36278.16,3442,Tier-1: Premium,Rejected Applicant,Female
91374,Kevin,Allen,customer91374@kag.com,18,Savings,Washington,9995.34,12110.4795,32773.33,-22777.988,1789,Tier-1: Premium,Low Risk,Other
3882,Andrew,Moore,andrew.moore@kag.com,32,Current,Denver,9995.27,10498.159,27793.111,-17797.842,5013,Tier-1: Premium,Rejected Applicant,Male
26084,Lisa,Flores,customer26084@kag.com,61,Savings,Dallas,9995.21,11559.689,33704.41,-23709.2,896,Tier-1: Premium,Neutral,Other
37129,Daniel,Taylor,customer37129@kag.com,61,Current,Fort Worth,9995.13,13923.89,8732.53,1262.5996,5791,Tier-2: High Value,Low Risk,Male
91740,Joshua,Adams,customer91740@kag.com,43,Current,Columbus,9995.08,10094.69,8863.431,1131.6494,3205,Tier-3: Standard,Neutral,Other
13739,Margaret,King,customer13739@kag.com,64,Savings,El Paso,9994.95,12640.051,52481.51,-42486.562,266,Tier-1: Premium,Low Risk,Male
85694,Mark,Young,customer85694@kag.com,35,Current,Oklahoma City,9994.81,14951.39,13795.58,-3800.7705,9412,Tier-2: High Value,Low Risk,Male
14555,Margaret,Lee,customer14555@kag.com,54,Current,Dallas,9994.55,11676.88,37243.508,-27248.957,8913,Tier-1: Premium,Low Risk,Male
32597,Christopher,Lee,customer32597@kag.com,52,Current,Omaha,9994.45,10825.391,13844.261,-3849.8105,2382,Tier-2: High Value,Neutral,Female
15092,Daniel,Lee,customer15092@kag.com,21,Current,Indianapolis,9994.14,13317.84,29767.139,-19773.0,2502,Tier-1: Premium,Rejected Applicant,Male
8593,Kevin,Taylor,customer8593@kag.com,23,Current,Atlanta,9994.12,12569.721,39181.76,-29187.64,8090,Tier-1: Premium,Neutral,Female
48400,Joseph,Flores,customer48400@kag.com,22,Current,Philadelphia,9994.09,14076.18,48310.15,-38316.06,6874,Tier-1: Premium,Rejected Applicant,Female
85613,Joshua,Hall,customer85613@kag.com,58,Savings,Memphis,9994.05,14286.96,40292.57,-30298.52,9503,Tier-1: Premium,Neutral,Male
11996,Mary,Flores,customer11996@kag.com,32,Savings,Memphis,9993.87,14558.141,17097.2,-7103.329,8647,Tier-2: High Value,Neutral,Male
71805,Ashley,Adams,customer71805@kag.com,43,Savings,Philadelphia,9993.71,13796.66,52955.05,-42961.34,3490,Tier-1: Premium,Neutral,Female
33912,Linda,Moore,customer33912@kag.com,57,Savings,Memphis,9993.71,12656.97,45306.203,-35312.492,7996,Tier-1: Premium,Low Risk,Female
43956,Joshua,Lee,customer43956@kag.com,36,Current,Washington,9993.68,12765.619,46262.77,-36269.09,9726,Tier-1: Premium,Rejected Applicant,Other
13307,Joshua,Perez,customer13307@kag.com,68,Current,Austin,9993.67,10549.79,20675.29,-10681.619,6303,Tier-1: Premium,Low Risk,Other
5201,Mark,Martinez,customer5201@kag.com,68,Savings,Philadelphia,9993.59,12813.57,30187.97,-20194.38,3925,Tier-1: Premium,Rejected Applicant,Other
72808,Margaret,Young,customer72808@kag.com,49,Savings,Oklahoma City,9993.47,11259.52,41239.3,-31245.832,3630,Tier-1: Premium,Low Risk,Female
77462,Lisa,Rodriguez,customer77462@kag.com,50,Savings,Oklahoma City,9993.27,12972.409,43829.44,-33836.17,9681,Tier-1: Premium,Neutral,Female
293,Michael,Carter,michael.carter@kag.com,46,Savings,Baltimore,9993.05,11605.109,17243.84,-7250.79,2322,Tier-2: High Value,Neutral,Other
56007,Lisa,Flores,customer56007@kag.com,49,Current,Austin,9993.0,11005.33,22562.11,-12569.109,7813,Tier-1: Premium,Neutral,Female
43295,Michael,Johnson,customer43295@kag.com,59,Current,Omaha,9992.99,11385.32,17948.27,-7955.2793,802,Tier-2: High Value,Neutral,Other
30527,Donna,Hall,customer30527@kag.com,45,Savings,Phoenix,9992.93,11321.609,43049.65,-33056.72,9267,Tier-1: Premium,Rejected Applicant,Male
7810,Michelle,Perez,customer7810@kag.com,43,Savings,Phoenix,9992.81,10792.119,28517.74,-18524.93,2490,Tier-1: Premium,Neutral,Other
9072,Lisa,Wilson,customer9072@kag.com,60,Savings,Austin,9992.76,10708.43,7599.4697,2393.29,350,Tier-3: Standard,Rejected Applicant,Male
57256,Margaret,Garcia,customer57256@kag.com,20,Savings,Indianapolis,9992.42,10111.12,23942.318,-13949.898,3809,Tier-1: Premium,Rejected Applicant,Male
96690,Christopher,Lee,customer96690@kag.com,65,Savings,Atlanta,9992.09,10806.93,5358.9897,4633.1,1281,Tier-3: Standard,Rejected Applicant,Female
96943,Michael,Robinson,customer96943@kag.com,40,Savings,Dallas,9992.05,12115.66,22910.25,-12918.2,8330,Tier-1: Premium,Low Risk,Other
65482,Lisa,Wilson,customer65482@kag.com,46,Current,Indianapolis,9991.95,14064.21,36601.473,-26609.523,128,Tier-1: Premium,Rejected Applicant,Male
58754,Nancy,Torres,customer58754@kag.com,69,Savings,Memphis,9991.73,10529.921,4210.84,5780.8906,6205,Tier-3: Standard,Rejected Applicant,Male
88475,Kevin,Taylor,customer88475@kag.com,56,Savings,Indianapolis,9991.71,14127.061,22073.719,-12082.009,6919,Tier-2: High Value,Neutral,Female
371,Andrew,Smith,andrew.smith@kag.com,22,Savings,Philadelphia,9991.55,13088.35,14945.689,-4954.1396,287,Tier-2: High Value,Neutral,Other
19476,Mary,Taylor,customer19476@kag.com,33,Current,Philadelphia,9991.5,11380.62,20155.068,-10163.568,72,Tier-2: High Value,Low Risk,Male
79046,Kevin,Flores,customer79046@kag.com,18,Current,Louisville,9991.3,13600.109,43795.5,-33804.2,6323,Tier-1: Premium,Rejected Applicant,Female
41053,Michael,Baker,customer41053@kag.com,66,Current,Atlanta,9991.28,10902.98,11066.32,-1075.04,6871,Tier-2: High Value,Rejected Applicant,Male
74190,Joshua,Allen,customer74190@kag.com,24,Savings,Louisville,9991.19,13890.141,26067.148,-16075.958,3523,Tier-1: Premium,Rejected Applicant,Female
13208,Donna,Baker,customer13208@kag.com,36,Savings,Columbus,9991.18,14084.26,6051.2603,3939.9194,2112,Tier-2: High Value,Rejected Applicant,Other
19586,Nancy,Young,customer19586@kag.com,25,Savings,Oklahoma City,9991.1,14798.08,7710.38,2280.7197,440,Tier-2: High Value,Neutral,Male
77118,Margaret,Baker,customer77118@kag.com,25,Savings,Columbus,9991.05,12123.13,44260.75,-34269.7,1184,Tier-1: Premium,Neutral,Other
52369,Lisa,Wilson,customer52369@kag.com,53,Savings,Phoenix,9990.76,14114.96,27792.91,-17802.15,8395,Tier-1: Premium,Low Risk,Female
15426,Mary,Hall,customer15426@kag.com,51,Current,Oklahoma City,9990.71,13259.14,34546.152,-24555.441,1118,Tier-1: Premium,Neutral,Other
16350,Joshua,Adams,customer16350@kag.com,59,Current,El Paso,9990.71,12454.46,12322.49,-2331.7803,4750,Tier-3: Standard,Neutral,Male
66006,Daniel,Allen,customer66006@kag.com,42,Current,Phoenix,9990.69,12082.87,14054.569,-4063.879,3790,Tier-2: High Value,Neutral,Other
73814,Lisa,Robinson,customer73814@kag.com,55,Current,Washington,9990.45,14859.42,10517.98,-527.5303,799,Tier-2: High Value,Neutral,Female
92979,Joshua,Lee,customer92979@kag.com,21,Current,Philadelphia,9990.38,10540.29,47317.95,-37327.57,787,Tier-1: Premium,Neutral,Female
59847,Mark,Flores,customer59847@kag.com,44,Savings,Omaha,9990.22,13047.75,46133.57,-36143.35,7838,Tier-1: Premium,Rejected Applicant,Male
77412,William,Martinez,customer77412@kag.com,66,Current,Louisville,9990.2,13039.971,20008.23,-10018.03,8550,Tier-2: High Value,Low Risk,Female
5774,Daniel,Hall,customer5774@kag.com,54,Current,Columbus,9990.18,12800.869,31830.54,-21840.36,4553,Tier-1: Premium,Neutral,Female
41670,Michelle,Flores,customer41670@kag.com,41,Current,Omaha,9990.16,13202.17,47418.613,-37428.453,3130,Tier-1: Premium,Low Risk,Male
9123,Christopher,Moore,customer9123@kag.com,57,Current,Indianapolis,9990.14,11705.619,34836.39,-24846.25,2639,Tier-1: Premium,Low Risk,Male
5466,Kevin,Flores,customer5466@kag.com,30,Current,Columbus,9989.96,10690.35,15940.88,-5950.92,2764,Tier-2: High Value,Low Risk,Male
20166,Ashley,Rodriguez,customer20166@kag.com,60,Current,Fresno,9989.9,13858.86,48425.883,-38435.984,3413,Tier-1: Premium,Rejected Applicant,Female
9454,Nancy,Johnson,customer9454@kag.com,33,Savings,Louisville,9989.86,11218.721,29977.18,-19987.32,4346,Tier-1: Premium,Rejected Applicant,Other
99566,Daniel,Young,customer99566@kag.com,45,Current,Memphis,9989.84,11260.65,47859.9,-37870.06,2986,Tier-1: Premium,Low Risk,Female
78426,Michelle,Torres,customer78426@kag.com,22,Savings,Washington,9989.7,14159.49,9841.811,147.88965,4240,Tier-2: High Value,Rejected Applicant,Female
79557,Michelle,King,customer79557@kag.com,70,Savings,Philadelphia,9989.68,11814.8,50353.48,-40363.8,5340,Tier-1: Premium,Low Risk,Other
12664,Joseph,Wilson,customer12664@kag.com,51,Savings,Dallas,9989.56,12302.7295,14034.52,-4044.96,8397,Tier-2: High Value,Rejected Applicant,Other
49094,Christopher,Johnson,customer49094@kag.com,64,Savings,Atlanta,9989.49,12866.79,28725.14,-18735.65,8267,Tier-1: Premium,Neutral,Female
71007,Joshua,King,customer71007@kag.com,47,Current,Washington,9989.34,14057.4,16582.81,-6593.4707,3347,Tier-2: High Value,Rejected Applicant,Female
88235,Donna,Torres,customer88235@kag.com,41,Savings,Columbus,9988.94,12562.711,51164.63,-41175.688,1777,Tier-1: Premium,Neutral,Female
11357,Mark,Garcia,customer11357@kag.com,30,Savings,Washington,9988.92,10936.31,44717.75,-34728.83,126,Tier-1: Premium,Rejected Applicant,Female
4984,Barbara,Garcia,barbara.garcia@kag.com,47,Savings,Seattle,9988.51,10848.83,48252.56,-38264.047,4946,Tier-1: Premium,Neutral,Other
45278,Daniel,Baker,customer45278@kag.com,52,Current,El Paso,9988.4,13045.891,25897.81,-15909.41,8153,Tier-1: Premium,Low Risk,Other
40897,Christopher,Lee,customer40897@kag.com,36,Current,El Paso,9988.35,12561.76,46106.082,-36117.734,9882,Tier-1: Premium,Neutral,Other
58912,Christopher,Allen,customer58912@kag.com,63,Savings,Fort Worth,9988.33,11475.68,24240.299,-14251.969,13,Tier-1: Premium,Neutral,Male
71169,Mark,Adams,customer71169@kag.com,44,Current,Memphis,9988.0,13631.6,9508.79,479.20996,9779,Tier-2: High Value,Neutral,Male
94318,William,Johnson,customer94318@kag.com,48,Savings,Fort Worth,9987.71,13087.03,25351.621,-15363.911,3468,Tier-1: Premium,Neutral,Other
30205,Donna,Perez,customer30205@kag.com,64,Current,San Diego,9987.68,10068.859,30155.59,-20167.91,6097,Tier-1: Premium,Rejected Applicant,Female
66818,Lisa,Wilson,customer66818@kag.com,61,Savings,Oklahoma City,9987.64,12109.319,29410.34,-19422.7,4719,Tier-1: Premium,Rejected Applicant,Female
9325,Charles,Johnson,customer9325@kag.com,25,Savings,Dallas,9987.53,12683.42,23175.76,-13188.2295,741,Tier-1: Premium,Rejected Applicant,Female
86882,William,Allen,customer86882@kag.com,46,Current,Philadelphia,9987.31,10348.88,43115.84,-33128.53,7094,Tier-1: Premium,Rejected Applicant,Other
95626,Joshua,Flores,customer95626@kag.com,56,Savings,Memphis,9987.29,11758.88,24495.11,-14507.819,4382,Tier-1: Premium,Rejected Applicant,Male
63624,Charles,Wilson,customer63624@kag.com,18,Current,San Diego,9987.12,11415.9,29080.42,-19093.3,4493,Tier-1: Premium,Low Risk,Female
33944,Mark,Perez,customer33944@kag.com,40,Current,Memphis,9986.88,13089.63,7137.5303,2849.3496,9613,Tier-2: High Value,Rejected Applicant,Female
37186,Joseph,Hall,customer37186@kag.com,46,Current,El Paso,9986.85,11532.25,25461.34,-15474.49,5930,Tier-1: Premium,Neutral,Other
15249,Linda,Garcia,customer15249@kag.com,45,Current,Oklahoma City,9986.66,10341.04,23209.291,-13222.631,221,Tier-1: Premium,Rejected Applicant,Male
62902,Mark,Perez,customer62902@kag.com,45,Savings,Dallas,9986.61,13277.08,5667.96,4318.6504,8554,Tier-2: High Value,Neutral,Other
79364,Nancy,King,customer79364@kag.com,46,Current,Omaha,9986.58,14302.189,7178.26,2808.3203,286,Tier-2: High Value,Low Risk,Male
39083,Ashley,Adams,customer39083@kag.com,69,Current,Omaha,9986.42,11981.359,36370.27,-26383.85,4943,Tier-1: Premium,Low Risk,Female
56992,Margaret,Martinez,customer56992@kag.com,39,Savings,Philadelphia,9986.3,10718.6,47495.1,-37508.8,7029,Tier-1: Premium,Neutral,Male
15406,Amanda,Robinson,customer15406@kag.com,33,Savings,Fort Worth,9986.29,10162.31,31703.4,-21717.11,9717,Tier-1: Premium,Neutral,Other
17278,Joseph,Wilson,customer17278@kag.com,46,Savings,San Diego,9986.08,11719.9,3610.24,6375.84,4173,Tier-3: Standard,Neutral,Female
33039,Christopher,Rodriguez,customer33039@kag.com,26,Savings,Indianapolis,9986.03,12896.141,15481.141,-5495.1104,5033,Tier-2: High Value,Rejected Applicant,Female
28477,Mark,Perez,customer28477@kag.com,62,Current,El Paso,9985.76,11555.64,10703.76,-718.0,3660,Tier-3: Standard,Low Risk,Other
60082,Daniel,Lee,customer60082@kag.com,27,Savings,Philadelphia,9985.66,11454.43,28393.85,-18408.19,8722,Tier-1: Premium,Neutral,Female
97912,Amanda,Robinson,customer97912@kag.com,67,Current,San Diego,9985.62,13142.18,47134.77,-37149.15,1278,Tier-1: Premium,Neutral,Male
4031,Kimberly,King,kimberly.king@kag.com,22,Current,Fort Worth,9985.6,10397.119,45562.32,-35576.72,1951,Tier-1: Premium,Rejected Applicant,Other
98562,Michelle,Taylor,customer98562@kag.com,27,Savings,Atlanta,9985.54,11964.15,47378.3,-37392.76,7583,Tier-1: Premium,Low Risk,Other
8997,Nancy,Allen,customer8997@kag.com,47,Savings,Atlanta,9985.49,10461.12,23442.25,-13456.76,1062,Tier-1: Premium,Rejected Applicant,Other
84701,Charles,Johnson,customer84701@kag.com,33,Current,San Diego,9985.41,13411.03,17933.441,-7948.0312,3371,Tier-2: High Value,Low Risk,Male
16628,Margaret,Perez,customer16628@kag.com,68,Savings,Louisville,9985.32,10712.261,44337.44,-34352.12,509,Tier-1: Premium,Neutral,Male
65171,William,Flores,customer65171@kag.com,32,Current,Atlanta,9985.3,10475.89,43926.02,-33940.72,9837,Tier-1: Premium,Rejected Applicant,Other
17934,William,Martinez,customer17934@kag.com,22,Current,Columbus,9985.24,12445.95,31021.738,-21036.498,1779,Tier-1: Premium,Low Risk,Male
62361,Daniel,Taylor,customer62361@kag.com,61,Savings,Omaha,9985.24,14691.07,43499.78,-33514.54,198,Tier-1: Premium,Neutral,Other
2254,Betty,Campbell,betty.campbell@kag.com,67,Savings,Nashville,9985.18,14876.43,39904.33,-29919.148,5970,Tier-1: Premium,Rejected Applicant,Other
83251,Nancy,Flores,customer83251@kag.com,21,Savings,Atlanta,9984.84,10580.55,36028.68,-26043.84,2942,Tier-1: Premium,Low Risk,Male
56500,Michelle,Hall,customer56500@kag.com,56,Current,Columbus,9984.83,13370.3,4697.1797,5287.6504,9933,Tier-2: High Value,Neutral,Female
7649,William,King,customer7649@kag.com,68,Savings,Oklahoma City,9984.78,11686.86,40830.56,-30845.777,3836,Tier-1: Premium,Low Risk,Female
19314,Mary,Martinez,customer19314@kag.com,45,Savings,El Paso,9984.7,14665.32,9508.87,475.83008,5629,Tier-2: High Value,Low Risk,Female
94168,Lisa,Baker,customer94168@kag.com,67,Current,Columbus,9984.65,12371.961,40737.0,-30752.35,5836,Tier-1: Premium,Rejected Applicant,Male
21180,Daniel,Young,customer21180@kag.com,33,Current,Dallas,9984.53,13581.86,10284.82,-300.29004,2845,Tier-2: High Value,Low Risk,Other
67027,Michael,Wilson,customer67027@kag.com,31,Current,Fort Worth,9984.52,12477.83,49619.918,-39635.4,1223,Tier-1: Premium,Rejected Applicant,Male
66823,Amanda,Allen,customer66823@kag.com,32,Savings,Columbus,9984.49,12211.59,6287.47,3697.02,6870,Tier-3: Standard,Low Risk,Female
20717,Michael,Hall,customer20717@kag.com,22,Current,Indianapolis,9984.47,13419.8,34081.438,-24096.969,9508,Tier-1: Premium,Low Risk,Male
47195,Kevin,Rodriguez,customer47195@kag.com,60,Savings,Philadelphia,9984.39,11940.79,48717.348,-38732.957,5795,Tier-1: Premium,Neutral,Male
70729,Michael,Lee,customer70729@kag.com,22,Current,Phoenix,9984.35,13261.989,52088.57,-42104.22,3211,Tier-1: Premium,Neutral,Female
84909,Charles,Rodriguez,customer84909@kag.com,60,Current,Fort Worth,9984.28,10731.84,22319.24,-12334.96,9847,Tier-1: Premium,Neutral,Male
95571,Margaret,Taylor,customer95571@kag.com,19,Current,Louisville,9984.15,10412.4,14603.16,-4619.01,1891,Tier-2: High Value,Low Risk,Female
88457,Donna,Torres,customer88457@kag.com,44,Savings,Washington,9984.1,13084.149,18914.48,-8930.381,2473,Tier-2: High Value,Rejected Applicant,Other
77983,Amanda,Robinson,customer77983@kag.com,61,Current,Austin,9983.86,11170.59,16685.51,-6701.6494,8811,Tier-2: High Value,Neutral,Other
71800,Charles,Perez,customer71800@kag.com,20,Savings,Indianapolis,9983.82,14360.4,42479.203,-32495.383,2285,Tier-1: Premium,Low Risk,Female
23138,Ashley,Garcia,customer23138@kag.com,54,Savings,Austin,9983.67,11007.88,41245.35,-31261.682,5626,Tier-1: Premium,Rejected Applicant,Male
28,Amanda,Hill,amanda.hill@kag.com,60,Savings,Oklahoma City,9983.5,11513.92,47775.023,-37791.523,2965,Tier-1: Premium,Low Risk,Female
91825,Margaret,Lee,customer91825@kag.com,20,Savings,El Paso,9983.47,11128.47,9793.67,189.7998,988,Tier-3: Standard,Rejected Applicant,Female
99333,Linda,Baker,customer99333@kag.com,29,Current,Memphis,9983.39,10360.71,49699.78,-39716.39,3161,Tier-1: Premium,Neutral,Other
89496,Margaret,Flores,customer89496@kag.com,35,Savings,Atlanta,9983.33,12192.2,4456.26,5527.0703,309,Tier-3: Standard,Neutral,Male
46016,Mark,Baker,customer46016@kag.com,45,Current,Washington,9983.21,10777.1,23519.4,-13536.19,7968,Tier-1: Premium,Rejected Applicant,Other
9112,Amanda,Rodriguez,customer9112@kag.com,53,Current,Philadelphia,9983.2,10043.2705,41340.88,-31357.68,8277,Tier-1: Premium,Rejected Applicant,Female
82972,Kevin,King,customer82972@kag.com,20,Savings,Indianapolis,9983.17,12640.3,41891.24,-31908.068,39,Tier-1: Premium,Rejected Applicant,Other
45709,Lisa,King,customer45709@kag.com,56,Savings,Washington,9983.02,12275.029,10062.33,-79.31055,5153,Tier-3: Standard,Rejected Applicant,Other
22236,Margaret,Adams,customer22236@kag.com,18,Current,Atlanta,9983.01,13457.56,42740.25,-32757.24,4560,Tier-1: Premium,Neutral,Female
11335,William,Hall,customer11335@kag.com,58,Savings,Columbus,9982.82,14849.041,50348.117,-40365.297,1855,Tier-1: Premium,Neutral,Female
17610,Donna,Flores,customer17610@kag.com,58,Current,Indianapolis,9982.81,14709.949,26721.111,-16738.3,8309,Tier-1: Premium,Rejected Applicant,Other
74776,Kevin,Baker,customer74776@kag.com,67,Current,San Diego,9982.72,11718.46,47241.668,-37258.95,6527,Tier-1: Premium,Low Risk,Male
66960,Amanda,Rodriguez,customer66960@kag.com,23,Savings,Atlanta,9982.57,10791.69,2815.88,7166.6904,7656,Tier-3: Standard,Neutral,Other
32611,Mark,Baker,customer32611@kag.com,20,Current,Dallas,9982.46,12002.49,19268.559,-9286.099,4925,Tier-2: High Value,Neutral,Other
